Databases,Hardware,Security,Networking,Software Development,Programming Skills,Project Management,Core Technical,Communication,AI ML,Software Engineering,Business Analysis and Data Science,Communication Skills,IT Graphics Designing,Role
Not Interested,Not Interested,Poor,Not Interested,Not Interested,Not Interested,Intermediate,Not Interested,Excellent,Average,Not Interested,Intermediate,Excellent,Not Interested,Project Manager
Average,Not Interested,Not Interested,Not Interested,Not Interested,Average,Beginner,Intermediate,Excellent,Excellent,Beginner,Beginner,Not Interested,Not Interested,AI ML Specialist
Not Interested,Average,Average,Intermediate,Not Interested,Intermediate,Not Interested,Average,Average,Not Interested,Average,Not Interested,Excellent,Not Interested,Information Security Specialist
Poor,Average,Beginner,Poor,Average,Intermediate,Poor,Excellent,Average,Excellent,Poor,Average,Intermediate,Poor,AI ML Specialist
Not Interested,Intermediate,Beginner,Excellent,Poor,Average,Average,Excellent,Excellent,Not Interested,Beginner,Poor,Average,Poor,Networking Engineer
Beginner,Poor,Not Interested,Not Interested,Not Interested,Not Interested,Excellent,Beginner,Excellent,Not Interested,Poor,Intermediate,Intermediate,Not Interested,Project Manager
Not Interested,Beginner,Beginner,Not Interested,Intermediate,Beginner,Intermediate,Average,Intermediate,Poor,Not Interested,Not Interested,Excellent,Not Interested,Project Manager
Not Interested,Beginner,Not Interested,Not Interested,Intermediate,Not Interested,Not Interested,Excellent,Not Interested,Average,Intermediate,Average,Average,Not Interested,Software Tester
Intermediate,Beginner,Poor,Poor,Beginner,Not Interested,Intermediate,Intermediate,Excellent,Beginner,Beginner,Intermediate,Not Interested,Poor,Business Analyst
Not Interested,Intermediate,Not Interested,Average,Not Interested,Poor,Beginner,Average,Not Interested,Not Interested,Poor,Poor,Poor,Poor,Hardware Engineer
Not Interested,Poor,Not Interested,Not Interested,Not Interested,Not Interested,Intermediate,Poor,Intermediate,Not Interested,Not Interested,Not Interested,Average,Excellent,Graphics Designer
Poor,Intermediate,Not Interested,Intermediate,Poor,Average,Poor,Excellent,Poor,Not Interested,Not Interested,Not Interested,Poor,Not Interested,Hardware Engineer
Beginner,Not Interested,Not Interested,Poor,Not Interested,Poor,Beginner,Average,Average,Not Interested,Not Interested,Not Interested,Average,Not Interested,Application Support Engineer
Not Interested,Beginner,Average,Intermediate,Average,Not Interested,Beginner,Excellent,Average,Not Interested,Beginner,Beginner,Beginner,Not Interested,Application Support Engineer
Beginner,Beginner,Poor,Not Interested,Not Interested,Not Interested,Intermediate,Beginner,Excellent,Not Interested,Average,Not Interested,Excellent,Beginner,Application Support Engineer
Not Interested,Beginner,Not Interested,Not Interested,Not Interested,Not Interested,Excellent,Average,Average,Not Interested,Beginner,Excellent,Average,Average,Business Analyst
Not Interested,Beginner,Intermediate,Intermediate,Not Interested,Not Interested,Not Interested,Excellent,Not Interested,Poor,Not Interested,Not Interested,Poor,Not Interested,Networking Engineer
Excellent,Average,Average,Intermediate,Excellent,Intermediate,Average,Excellent,Not Interested,Not Interested,Excellent,Not Interested,Not Interested,Poor,Software Tester
Beginner,Intermediate,Poor,Poor,Intermediate,Intermediate,Average,Average,Not Interested,Not Interested,Intermediate,Beginner,Beginner,Not Interested,Software Developer
Average,Not Interested,Not Interested,Not Interested,Intermediate,Excellent,Not Interested,Beginner,Not Interested,Not Interested,Not Interested,Poor,Poor,Not Interested,Software Developer
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Beginner,Average,Not Interested,Not Interested,Poor,Average,Excellent,Graphics Designer
Intermediate,Average,Average,Beginner,Excellent,Excellent,Not Interested,Intermediate,Intermediate,Not Interested,Intermediate,Beginner,Average,Not Interested,Software Developer
Not Interested,Poor,Poor,Not Interested,Beginner,Poor,Excellent,Average,Intermediate,Not Interested,Average,Not Interested,Excellent,Not Interested,Project Manager
Not Interested,Beginner,Poor,Not Interested,Not Interested,Average,Not Interested,Excellent,Intermediate,Poor,Poor,Not Interested,Average,Not Interested,Application Support Engineer
Beginner,Average,Not Interested,Not Interested,Beginner,Excellent,Beginner,Beginner,Beginner,Excellent,Average,Beginner,Average,Not Interested,AI ML Specialist
Poor,Intermediate,Not Interested,Beginner,Beginner,Intermediate,Not Interested,Excellent,Beginner,Not Interested,Not Interested,Not Interested,Poor,Not Interested,Hardware Engineer
Not Interested,Beginner,Not Interested,Not Interested,Not Interested,Intermediate,Beginner,Average,Beginner,Intermediate,Poor,Average,Average,Not Interested,AI ML Specialist
Beginner,Excellent,Excellent,Average,Not Interested,Average,Not Interested,Excellent,Beginner,Poor,Average,Not Interested,Average,Not Interested,Hardware Engineer
Not Interested,Not Interested,Poor,Average,Not Interested,Not Interested,Not Interested,Not Interested,Average,Not Interested,Not Interested,Not Interested,Intermediate,Not Interested,Helpdesk Engineer
Excellent,Not Interested,Average,Beginner,Poor,Not Interested,Not Interested,Average,Not Interested,Not Interested,Not Interested,Beginner,Beginner,Not Interested,Database Administrator
Not Interested,Not Interested,Beginner,Average,Intermediate,Intermediate,Not Interested,Intermediate,Average,Excellent,Not Interested,Intermediate,Average,Beginner,Data Scientist
Excellent,Intermediate,Excellent,Excellent,Not Interested,Excellent,Intermediate,Excellent,Excellent,Not Interested,Average,Intermediate,Excellent,Poor,Networking Engineer
Average,Beginner,Poor,Beginner,Not Interested,Not Interested,Average,Average,Intermediate,Not Interested,Average,Intermediate,Average,Not Interested,Business Analyst
Excellent,Not Interested,Average,Average,Not Interested,Average,Average,Excellent,Average,Not Interested,Excellent,Average,Not Interested,Beginner,Database Administrator
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Intermediate,Intermediate,Intermediate,Not Interested,Not Interested,Intermediate,Excellent,Poor,Technical Writer
Excellent,Beginner,Average,Intermediate,Beginner,Beginner,Poor,Intermediate,Not Interested,Not Interested,Average,Average,Poor,Not Interested,Database Administrator
Not Interested,Not Interested,Not Interested,Poor,Not Interested,Not Interested,Poor,Beginner,Average,Not Interested,Not Interested,Poor,Average,Intermediate,Graphics Designer
Intermediate,Beginner,Poor,Average,Not Interested,Excellent,Beginner,Excellent,Average,Excellent,Not Interested,Not Interested,Average,Not Interested,Data Scientist
Beginner,Not Interested,Poor,Not Interested,Not Interested,Not Interested,Not Interested,Average,Excellent,Not Interested,Poor,Average,Excellent,Not Interested,Technical Writer
Excellent,Average,Average,Intermediate,Intermediate,Intermediate,Intermediate,Excellent,Beginner,Poor,Average,Intermediate,Not Interested,Not Interested,Database Administrator
Average,Not Interested,Poor,Not Interested,Poor,Average,Excellent,Not Interested,Average,Beginner,Not Interested,Excellent,Not Interested,Average,Business Analyst
Not Interested,Poor,Poor,Poor,Beginner,Not Interested,Poor,Intermediate,Intermediate,Not Interested,Excellent,Not Interested,Average,Not Interested,Software Tester
Poor,Poor,Not Interested,Poor,Average,Poor,Not Interested,Beginner,Beginner,Beginner,Average,Not Interested,Beginner,Not Interested,Data Scientist
Poor,Poor,Average,Average,Not Interested,Not Interested,Poor,Beginner,Excellent,Poor,Beginner,Beginner,Excellent,Not Interested,Helpdesk Engineer
Excellent,Not Interested,Intermediate,Average,Not Interested,Not Interested,Not Interested,Excellent,Poor,Not Interested,Not Interested,Not Interested,Average,Not Interested,Database Administrator
Average,Not Interested,Not Interested,Not Interested,Beginner,Not Interested,Poor,Intermediate,Not Interested,Poor,Average,Not Interested,Not Interested,Not Interested,Software Tester
Not Interested,Not Interested,Beginner,Not Interested,Average,Intermediate,Not Interested,Intermediate,Not Interested,Poor,Intermediate,Not Interested,Average,Beginner,Software Tester
Not Interested,Not Interested,Not Interested,Not Interested,Average,Poor,Not Interested,Excellent,Not Interested,Not Interested,Intermediate,Not Interested,Excellent,Not Interested,Software Tester
Not Interested,Beginner,Not Interested,Poor,Excellent,Excellent,Not Interested,Intermediate,Excellent,Beginner,Intermediate,Not Interested,Average,Not Interested,Software Developer
Beginner,Average,Poor,Beginner,Excellent,Intermediate,Not Interested,Excellent,Excellent,Excellent,Not Interested,Not Interested,Excellent,Not Interested,AI ML Specialist
Beginner,Not Interested,Poor,Not Interested,Not Interested,Average,Beginner,Average,Average,Beginner,Beginner,Beginner,Poor,Not Interested,Data Scientist
Average,Average,Average,Intermediate,Poor,Poor,Average,Intermediate,Not Interested,Not Interested,Not Interested,Not Interested,Average,Not Interested,Networking Engineer
Average,Average,Beginner,Poor,Beginner,Intermediate,Average,Excellent,Average,Intermediate,Not Interested,Beginner,Excellent,Poor,Data Scientist
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Excellent,Not Interested,Intermediate,Not Interested,Not Interested,Average,Intermediate,Poor,Customer Service Executive
Not Interested,Poor,Poor,Poor,Not Interested,Poor,Excellent,Intermediate,Excellent,Not Interested,Poor,Intermediate,Excellent,Not Interested,Project Manager
Average,Beginner,Beginner,Beginner,Poor,Average,Beginner,Beginner,Excellent,Not Interested,Beginner,Beginner,Excellent,Not Interested,Application Support Engineer
Beginner,Intermediate,Excellent,Excellent,Poor,Average,Beginner,Intermediate,Intermediate,Not Interested,Average,Not Interested,Not Interested,Not Interested,Cyber Security Specialist
Excellent,Beginner,Average,Not Interested,Not Interested,Not Interested,Beginner,Excellent,Beginner,Not Interested,Intermediate,Beginner,Average,Not Interested,Database Administrator
Not Interested,Intermediate,Not Interested,Beginner,Not Interested,Beginner,Excellent,Not Interested,Excellent,Average,Beginner,Not Interested,Excellent,Beginner,Project Manager
Intermediate,Excellent,Intermediate,Excellent,Beginner,Not Interested,Intermediate,Excellent,Beginner,Beginner,Excellent,Poor,Poor,Not Interested,Networking Engineer
Beginner,Average,Excellent,Beginner,Not Interested,Beginner,Not Interested,Intermediate,Beginner,Not Interested,Beginner,Not Interested,Poor,Not Interested,Cyber Security Specialist
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Beginner,Intermediate,Average,Intermediate,Not Interested,Poor,Excellent,Excellent,Poor,Business Analyst
Average,Poor,Intermediate,Poor,Average,Average,Excellent,Average,Excellent,Not Interested,Beginner,Excellent,Excellent,Beginner,Project Manager
Average,Not Interested,Not Interested,Not Interested,Not Interested,Beginner,Poor,Average,Average,Poor,Average,Not Interested,Intermediate,Not Interested,Technical Writer
Intermediate,Beginner,Average,Intermediate,Not Interested,Not Interested,Average,Excellent,Beginner,Not Interested,Average,Not Interested,Average,Poor,Database Administrator
Average,Poor,Not Interested,Not Interested,Poor,Not Interested,Excellent,Average,Excellent,Not Interested,Poor,Not Interested,Intermediate,Not Interested,Project Manager
Not Interested,Poor,Poor,Average,Intermediate,Intermediate,Not Interested,Excellent,Intermediate,Intermediate,Excellent,Average,Average,Average,Data Scientist
Beginner,Intermediate,Excellent,Excellent,Poor,Beginner,Beginner,Excellent,Not Interested,Poor,Average,Not Interested,Excellent,Poor,Cyber Security Specialist
Not Interested,Average,Intermediate,Beginner,Not Interested,Not Interested,Poor,Beginner,Beginner,Not Interested,Not Interested,Beginner,Beginner,Not Interested,Information Security Specialist
Poor,Not Interested,Poor,Average,Average,Average,Beginner,Excellent,Excellent,Excellent,Average,Average,Average,Beginner,AI ML Specialist
Poor,Poor,Poor,Not Interested,Intermediate,Not Interested,Beginner,Intermediate,Not Interested,Poor,Average,Average,Not Interested,Not Interested,Software Tester
Average,Beginner,Poor,Poor,Not Interested,Not Interested,Excellent,Poor,Excellent,Beginner,Beginner,Excellent,Excellent,Average,Business Analyst
Excellent,Average,Beginner,Beginner,Intermediate,Excellent,Beginner,Excellent,Beginner,Beginner,Excellent,Average,Intermediate,Not Interested,Software Developer
Beginner,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Poor,Average,Excellent,Not Interested,Not Interested,Not Interested,Intermediate,Not Interested,Customer Service Executive
Average,Poor,Not Interested,Not Interested,Poor,Not Interested,Intermediate,Poor,Intermediate,Not Interested,Not Interested,Average,Intermediate,Not Interested,Business Analyst
Not Interested,Poor,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Beginner,Not Interested,Not Interested,Not Interested,Average,Not Interested,Helpdesk Engineer
Poor,Poor,Not Interested,Not Interested,Poor,Beginner,Average,Beginner,Average,Not Interested,Beginner,Average,Average,Not Interested,Business Analyst
Not Interested,Poor,Not Interested,Not Interested,Not Interested,Not Interested,Average,Poor,Excellent,Not Interested,Not Interested,Intermediate,Excellent,Not Interested,Customer Service Executive
Not Interested,Intermediate,Intermediate,Excellent,Not Interested,Average,Poor,Intermediate,Beginner,Not Interested,Not Interested,Not Interested,Beginner,Not Interested,Networking Engineer
Excellent,Beginner,Poor,Beginner,Not Interested,Poor,Average,Excellent,Average,Beginner,Beginner,Intermediate,Intermediate,Not Interested,Business Analyst
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Poor,Excellent,Not Interested,Not Interested,Not Interested,Beginner,Not Interested,Helpdesk Engineer
Average,Average,Intermediate,Excellent,Poor,Beginner,Intermediate,Intermediate,Intermediate,Poor,Beginner,Beginner,Not Interested,Beginner,Cyber Security Specialist
