Databases,Hardware,Security,Networking,Software Development,Programming Skills,Project Management,Core Technical,Communication,AI ML,Software Engineering,Business Analysis and Data Science,Communication Skills,IT Graphics Designing,Role
Beginner,Average,Intermediate,Beginner,Not Interested,Not Interested,Average,Beginner,Average,Not Interested,Poor,Not Interested,Beginner,Poor,"Cyber Security, Administration or Networking"
Beginner,Intermediate,Not Interested,Beginner,Intermediate,Intermediate,Poor,Intermediate,Not Interested,Poor,Intermediate,Beginner,Not Interested,Not Interested,Hardware Engineer
Poor,Average,Beginner,Excellent,Not Interested,Not Interested,Beginner,Intermediate,Excellent,Poor,Beginner,Not Interested,Intermediate,Not Interested,"Cyber Security, Administration or Networking"
Not Interested,Excellent,Average,Not Interested,Not Interested,Excellent,Intermediate,Excellent,Excellent,Excellent,Excellent,Average,Intermediate,Beginner,"Data Science, ML or AI"
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Poor,Average,Not Interested,Intermediate,Not Interested,Not Interested,Not Interested,Beginner,Not Interested,IT Support
Intermediate,Beginner,Not Interested,Intermediate,Poor,Not Interested,Not Interested,Beginner,Excellent,Not Interested,Poor,Not Interested,Excellent,Not Interested,IT Support
Beginner,Intermediate,Excellent,Average,Not Interested,Not Interested,Poor,Beginner,Poor,Not Interested,Poor,Not Interested,Intermediate,Beginner,"Cyber Security, Administration or Networking"
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Intermediate,Not Interested,Not Interested,Not Interested,Average,Excellent,Frontend or Graphics Designer
Not Interested,Average,Excellent,Average,Not Interested,Not Interested,Beginner,Beginner,Average,Not Interested,Beginner,Poor,Not Interested,Not Interested,"Cyber Security, Administration or Networking"
Not Interested,Not Interested,Not Interested,Not Interested,Beginner,Not Interested,Not Interested,Poor,Intermediate,Not Interested,Not Interested,Not Interested,Not Interested,Intermediate,Frontend or Graphics Designer
Beginner,Intermediate,Intermediate,Intermediate,Poor,Not Interested,Beginner,Intermediate,Intermediate,Not Interested,Poor,Average,Not Interested,Not Interested,"Cyber Security, Administration or Networking"
Intermediate,Intermediate,Average,Excellent,Beginner,Poor,Not Interested,Intermediate,Not Interested,Poor,Beginner,Not Interested,Intermediate,Not Interested,"Cyber Security, Administration or Networking"
Not Interested,Beginner,Not Interested,Poor,Not Interested,Beginner,Beginner,Intermediate,Average,Not Interested,Not Interested,Not Interested,Intermediate,Not Interested,IT Support
Poor,Intermediate,Intermediate,Average,Not Interested,Average,Average,Intermediate,Beginner,Poor,Not Interested,Beginner,Average,Beginner,"Cyber Security, Administration or Networking"
Not Interested,Average,Not Interested,Not Interested,Excellent,Excellent,Average,Excellent,Excellent,Average,Intermediate,Beginner,Excellent,Average,Software Engineer
Beginner,Beginner,Beginner,Not Interested,Average,Beginner,Beginner,Excellent,Intermediate,Not Interested,Excellent,Not Interested,Average,Not Interested,Software Tester
Beginner,Beginner,Not Interested,Poor,Intermediate,Excellent,Beginner,Intermediate,Not Interested,Beginner,Intermediate,Beginner,Not Interested,Not Interested,Software Tester
Not Interested,Not Interested,Not Interested,Not Interested,Beginner,Average,Beginner,Beginner,Intermediate,Poor,Beginner,Not Interested,Excellent,Poor,Software Tester
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Beginner,Average,Beginner,Not Interested,Beginner,Beginner,Intermediate,Not Interested,Software Tester
Poor,Intermediate,Average,Excellent,Not Interested,Average,Poor,Intermediate,Average,Not Interested,Beginner,Not Interested,Beginner,Not Interested,"Cyber Security, Administration or Networking"
Intermediate,Beginner,Poor,Beginner,Poor,Average,Poor,Intermediate,Intermediate,Poor,Not Interested,Beginner,Intermediate,Not Interested,IT Support
Average,Not Interested,Poor,Not Interested,Not Interested,Not Interested,Intermediate,Beginner,Intermediate,Beginner,Beginner,Intermediate,Beginner,Not Interested,Business Analyst
Beginner,Excellent,Excellent,Excellent,Average,Intermediate,Not Interested,Average,Average,Not Interested,Average,Beginner,Beginner,Not Interested,"Cyber Security, Administration or Networking"
Average,Not Interested,Beginner,Beginner,Excellent,Intermediate,Not Interested,Excellent,Beginner,Average,Not Interested,Average,Intermediate,Not Interested,Software Engineer
Poor,Average,Intermediate,Beginner,Poor,Not Interested,Not Interested,Average,Not Interested,Not Interested,Poor,Poor,Beginner,Not Interested,"Cyber Security, Administration or Networking"
Beginner,Beginner,Not Interested,Not Interested,Not Interested,Intermediate,Average,Beginner,Average,Beginner,Intermediate,Excellent,Not Interested,Not Interested,"Data Science, ML or AI"
Not Interested,Beginner,Poor,Beginner,Not Interested,Not Interested,Beginner,Average,Intermediate,Not Interested,Not Interested,Average,Average,Not Interested,IT Support
Poor,Intermediate,Poor,Intermediate,Average,Beginner,Poor,Average,Intermediate,Not Interested,Beginner,Not Interested,Not Interested,Not Interested,Hardware Engineer
Not Interested,Average,Average,Intermediate,Poor,Beginner,Beginner,Excellent,Intermediate,Not Interested,Poor,Poor,Excellent,Not Interested,"Cyber Security, Administration or Networking"
Poor,Intermediate,Beginner,Intermediate,Poor,Beginner,Not Interested,Excellent,Beginner,Not Interested,Not Interested,Beginner,Not Interested,Not Interested,"Cyber Security, Administration or Networking"
Average,Beginner,Not Interested,Not Interested,Intermediate,Average,Average,Excellent,Beginner,Excellent,Not Interested,Average,Intermediate,Average,"Data Science, ML or AI"
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Average,Poor,Excellent,Not Interested,Not Interested,Not Interested,Intermediate,Not Interested,IT Support
Not Interested,Average,Excellent,Excellent,Beginner,Average,Beginner,Intermediate,Not Interested,Not Interested,Beginner,Poor,Average,Not Interested,"Cyber Security, Administration or Networking"
Average,Excellent,Poor,Average,Excellent,Excellent,Poor,Excellent,Poor,Excellent,Not Interested,Intermediate,Beginner,Not Interested,"Data Science, ML or AI"
Not Interested,Not Interested,Poor,Not Interested,Average,Beginner,Not Interested,Average,Beginner,Intermediate,Beginner,Intermediate,Not Interested,Beginner,"Data Science, ML or AI"
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Excellent,Not Interested,Intermediate,Not Interested,Not Interested,Not Interested,Excellent,Not Interested,IT Support
Excellent,Intermediate,Excellent,Not Interested,Intermediate,Excellent,Average,Excellent,Not Interested,Not Interested,Not Interested,Beginner,Intermediate,Not Interested,Backend or databases
Intermediate,Not Interested,Not Interested,Not Interested,Poor,Beginner,Intermediate,Excellent,Excellent,Not Interested,Not Interested,Not Interested,Excellent,Not Interested,IT Support
Intermediate,Intermediate,Poor,Beginner,Average,Average,Poor,Excellent,Intermediate,Excellent,Not Interested,Beginner,Excellent,Poor,"Data Science, ML or AI"
Beginner,Not Interested,Not Interested,Not Interested,Not Interested,Intermediate,Not Interested,Intermediate,Excellent,Intermediate,Not Interested,Not Interested,Poor,Not Interested,"Data Science, ML or AI"
Not Interested,Excellent,Poor,Beginner,Not Interested,Poor,Not Interested,Excellent,Beginner,Not Interested,Poor,Poor,Poor,Not Interested,Hardware Engineer
Poor,Poor,Not Interested,Poor,Beginner,Beginner,Beginner,Average,Not Interested,Beginner,Beginner,Average,Not Interested,Not Interested,"Data Science, ML or AI"
Intermediate,Poor,Not Interested,Not Interested,Average,Average,Average,Excellent,Intermediate,Poor,Average,Average,Intermediate,Poor,Software Engineer
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Poor,Beginner,Poor,Beginner,Not Interested,Poor,Beginner,Intermediate,Intermediate,Frontend or Graphics Designer
Not Interested,Average,Poor,Average,Not Interested,Not Interested,Not Interested,Not Interested,Average,Not Interested,Not Interested,Not Interested,Poor,Not Interested,"Cyber Security, Administration or Networking"
Not Interested,Average,Not Interested,Poor,Average,Excellent,Beginner,Excellent,Intermediate,Intermediate,Not Interested,Average,Not Interested,Average,"Data Science, ML or AI"
Not Interested,Not Interested,Poor,Not Interested,Not Interested,Not Interested,Poor,Beginner,Intermediate,Not Interested,Not Interested,Beginner,Average,Excellent,Frontend or Graphics Designer
Not Interested,Average,Beginner,Average,Not Interested,Not Interested,Excellent,Beginner,Not Interested,Not Interested,Average,Beginner,Beginner,Not Interested,"Cyber Security, Administration or Networking"
Not Interested,Not Interested,Intermediate,Intermediate,Poor,Not Interested,Beginner,Beginner,Intermediate,Not Interested,Beginner,Not Interested,Beginner,Not Interested,"Cyber Security, Administration or Networking"
Beginner,Intermediate,Not Interested,Excellent,Not Interested,Beginner,Poor,Intermediate,Excellent,Beginner,Not Interested,Not Interested,Average,Not Interested,"Cyber Security, Administration or Networking"
Not Interested,Excellent,Excellent,Excellent,Beginner,Excellent,Average,Excellent,Not Interested,Not Interested,Intermediate,Not Interested,Intermediate,Poor,"Cyber Security, Administration or Networking"
Poor,Intermediate,Intermediate,Average,Poor,Poor,Not Interested,Excellent,Average,Not Interested,Beginner,Poor,Not Interested,Not Interested,"Cyber Security, Administration or Networking"
Beginner,Average,Poor,Poor,Not Interested,Not Interested,Excellent,Not Interested,Excellent,Not Interested,Not Interested,Not Interested,Excellent,Not Interested,IT Support
Poor,Not Interested,Not Interested,Poor,Beginner,Not Interested,Not Interested,Beginner,Average,Not Interested,Poor,Excellent,Beginner,Not Interested,Software Tester
Excellent,Excellent,Intermediate,Excellent,Average,Excellent,Average,Excellent,Excellent,Not Interested,Intermediate,Not Interested,Intermediate,Not Interested,"Cyber Security, Administration or Networking"
Excellent,Intermediate,Average,Not Interested,Not Interested,Not Interested,Poor,Excellent,Intermediate,Not Interested,Average,Beginner,Excellent,Not Interested,IT Support
Not Interested,Not Interested,Poor,Not Interested,Beginner,Average,Intermediate,Excellent,Excellent,Not Interested,Not Interested,Excellent,Beginner,Not Interested,Business Analyst
Not Interested,Not Interested,Beginner,Beginner,Not Interested,Not Interested,Not Interested,Poor,Excellent,Not Interested,Not Interested,Beginner,Intermediate,Poor,IT Support
Not Interested,Not Interested,Not Interested,Poor,Excellent,Intermediate,Beginner,Excellent,Intermediate,Poor,Average,Not Interested,Intermediate,Poor,Software Tester
Not Interested,Beginner,Intermediate,Intermediate,Intermediate,Excellent,Not Interested,Intermediate,Average,Beginner,Intermediate,Beginner,Average,Not Interested,Software Engineer
Not Interested,Not Interested,Not Interested,Poor,Poor,Beginner,Not Interested,Excellent,Average,Not Interested,Average,Average,Not Interested,Not Interested,Software Tester
Average,Excellent,Not Interested,Excellent,Intermediate,Beginner,Poor,Excellent,Intermediate,Beginner,Not Interested,Intermediate,Excellent,Poor,IT Support
Beginner,Excellent,Poor,Intermediate,Average,Not Interested,Average,Excellent,Intermediate,Not Interested,Average,Not Interested,Beginner,Poor,Hardware Engineer
Beginner,Not Interested,Beginner,Not Interested,Not Interested,Beginner,Intermediate,Not Interested,Intermediate,Beginner,Not Interested,Excellent,Average,Not Interested,Business Analyst
Beginner,Poor,Poor,Beginner,Intermediate,Intermediate,Beginner,Beginner,Intermediate,Not Interested,Average,Not Interested,Average,Not Interested,Software Tester
Not Interested,Not Interested,Not Interested,Not Interested,Not Interested,Poor,Intermediate,Beginner,Intermediate,Not Interested,Not Interested,Excellent,Not Interested,Poor,Business Analyst
Beginner,Not Interested,Beginner,Poor,Excellent,Average,Not Interested,Beginner,Intermediate,Not Interested,Excellent,Poor,Not Interested,Not Interested,Software Engineer
Average,Excellent,Beginner,Poor,Not Interested,Beginner,Intermediate,Excellent,Average,Not Interested,Average,Beginner,Not Interested,Not Interested,Hardware Engineer
Poor,Excellent,Poor,Beginner,Average,Not Interested,Beginner,Intermediate,Poor,Poor,Beginner,Not Interested,Poor,Poor,Hardware Engineer
Not Interested,Poor,Not Interested,Not Interested,Beginner,Beginner,Not Interested,Intermediate,Not Interested,Not Interested,Beginner,Average,Not Interested,Not Interested,Software Tester
Not Interested,Poor,Not Interested,Not Interested,Not Interested,Beginner,Not Interested,Intermediate,Average,Not Interested,Beginner,Average,Average,Not Interested,Software Tester
Not Interested,Average,Poor,Average,Intermediate,Average,Not Interested,Excellent,Beginner,Beginner,Intermediate,Poor,Not Interested,Not Interested,Software Engineer
Not Interested,Not Interested,Not Interested,Not Interested,Excellent,Poor,Not Interested,Excellent,Not Interested,Not Interested,Beginner,Average,Average,Not Interested,Software Tester
Excellent,Average,Not Interested,Poor,Intermediate,Not Interested,Excellent,Intermediate,Excellent,Beginner,Beginner,Excellent,Intermediate,Not Interested,Business Analyst
Not Interested,Not Interested,Excellent,Intermediate,Average,Intermediate,Not Interested,Excellent,Not Interested,Beginner,Average,Not Interested,Excellent,Intermediate,"Cyber Security, Administration or Networking"
Average,Not Interested,Not Interested,Beginner,Excellent,Intermediate,Poor,Excellent,Beginner,Not Interested,Intermediate,Beginner,Average,Not Interested,Software Engineer
Not Interested,Average,Intermediate,Excellent,Beginner,Beginner,Poor,Excellent,Intermediate,Beginner,Not Interested,Not Interested,Excellent,Not Interested,"Cyber Security, Administration or Networking"
